Subregion,CV_Ag_Code,applied_water_unit,fallow_2018,fallow_2021,fallow_net_2021,applied_shortage_2021,fallow_2022,fallow_net_2022,applied_shortage_2022
KGS03-CC-WA,Walnuts,4.300376349,15.06377,36.94403,21.88026,94.09335261397075,76.61354,61.54977,264.6871751943898
KGS03-CC-WA,Young Perennial,2.5,0.0,9.81507,9.81507,24.537675,9.81507,9.81507,24.537675
KGS04-SW-ID,Alfalfa,5.34,402.01058,2399.98218,1997.9715999999999,10669.168344,2275.94371,1873.93313,10006.8029142
KGS04-SW-ID,Almonds,4.66381607,323.16833,75.08488,-248.08345000000003,-1157.0155808110417,0.0,-323.16833,-1507.1976507690633
KGS04-SW-ID,Corn,2.51,24.73254,2091.52904,2066.7965,5187.659215,2304.51675,2279.78421,5722.258367099999
KGS04-SW-ID,Cotton,3.826666667,0.0,1861.28417,1861.28417,7122.514091153761,1497.03626,1497.03626,5728.658755432346
KGS04-SW-ID,Cucurbits,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS04-SW-ID,Fallow,2.5,0.0,53.13618,53.13618,132.84045,5.63209,5.63209,14.080224999999999
KGS04-SW-ID,Field and Grain,1.183333333,12.17662,13.96666,1.7900399999999994,2.118213999403319,12.17662,0.0,0.0
KGS04-SW-ID,Grapes,3.983333333,0.0,686.05973,686.05973,2732.80459093798,327.74877,327.74877,1305.5326003907503
KGS04-SW-ID,Lettuce,2.57212037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS04-SW-ID,Onions and Garlic,3.006666667,0.0,363.5454,363.5454,1093.059836121182,197.61221,197.61221,594.1540447992041
KGS04-SW-ID,Orchards,4.571449623,0.0,164.32221,164.32221,751.190704955027,78.67048,78.67048,359.6381361372291
KGS04-SW-ID,Pasture,5.6,58.24628,228.52135,170.27507000000003,953.5403920000001,213.38114,155.13486,868.755216
KGS04-SW-ID,Pistachios,4.125052365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS04-SW-ID,Subtropical,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS04-SW-ID,Tomatoes,2.693333333,36.94804,421.86787,384.91983,1036.7174086716934,501.08911,464.14107,1250.0866150452864
KGS04-SW-ID,Truck,1.313333333,0.0,3.85594,3.85594,5.06413453204802,0.0,0.0,0.0
KGS04-SW-ID,Walnuts,4.299425734,20.96364,248.38177,227.41813,977.7673605001573,155.50209,134.53845,578.4380741424723
KGS04-SW-ID,Young Perennial,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS05-SW-WA,Alfalfa,5.34,0.0,250.78141,250.78141,1339.1727294,190.09268,190.09268,1015.0949112
KGS05-SW-WA,Almonds,4.735404281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS05-SW-WA,Beans Dry,2.27,0.0,283.20289,283.20289,642.8705603000001,127.58072,127.58072,289.6082344
KGS05-SW-WA,Corn,2.51,231.22638,1402.94451,1171.71813,2941.0125062999996,1238.12629,1006.8999099999999,2527.3187740999992
KGS05-SW-WA,Cotton,3.826666667,0.0,1182.47314,1182.47314,4524.930549460824,1408.34456,1408.34456,5389.265183402782
KGS05-SW-WA,Fallow,2.5,0.0,153.63814,153.63814,384.09535,0.0,0.0,0.0
KGS05-SW-WA,Field and Grain,1.183333333,0.0,158.03628,158.03628,187.00959794732125,0.0,0.0,0.0
KGS05-SW-WA,Grapes,3.983333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS05-SW-WA,Onions and Garlic,3.006666667,0.0,78.49323,78.49323,236.0029782261644,78.49323,78.49323,236.0029782261644
KGS05-SW-WA,Orchards,4.651680828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS05-SW-WA,Pasture,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS05-SW-WA,Pistachios,4.20100121,162.08217,0.0,-162.08217,-680.9073922894257,0.0,-162.08217,-680.9073922894257
KGS05-SW-WA,Safflower,2.5,0.0,0.0,0.0,0.0,35.36413,35.36413,88.410325
KGS05-SW-WA,Subtropical,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS05-SW-WA,Tomatoes,2.693333333,56.09467,548.352,492.25732999999997,1325.8130753025807,411.00755,354.91288,955.8986900150289
KGS05-SW-WA,Young Perennial,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN01-NW,Alfalfa,5.343333333,73.02049,1328.33667,1255.3161799999998,6707.572788048227,1274.74693,1201.72644,6421.224943999425
KRN01-NW,Almonds,4.68974069,0.0,2835.14888,2835.14888,13296.113064743928,5692.61125,5692.61125,26696.870611476763
KRN01-NW,Cotton,3.54,0.0,2387.77874,2387.77874,8452.7367396,1995.90199,1995.90199,7065.493044600001
KRN01-NW,Fallow,2.5,4915.28013,4441.77195,-473.5081799999998,-1183.7704499999995,3416.17944,-1499.1006900000002,-3747.7517250000005
KRN01-NW,Field and Grain,1.53,320.80206,434.32308,113.52102000000002,173.68716060000003,487.80107,166.99901,255.5084853
KRN01-NW,Grapes,3.756666667,239.51725,18.95982,-220.55742999999998,-828.5607454401858,43.16032,-196.35692999999998,-737.6475337654523
KRN01-NW,Lettuce,2.57212037,82.32609,0.0,-82.32609,-211.75261307145328,0.0,-82.32609,-211.75261307145328
KRN01-NW,Onions and Garlic,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN01-NW,Orchards,4.153917048,1.49896,193.11378,191.61481999999998,795.9520674474513,307.622,306.12304,1271.609714641586
KRN01-NW,Pistachios,4.152556124,1013.21163,0.0,-1013.21163,-4207.418159064522,0.0,-1013.21163,-4207.418159064522
KRN01-NW,Potatoes,2.5,0.0,0.0,0.0,0.0,25.54664,25.54664,63.8666
KRN01-NW,Subtropical,4.005627305,0.0,884.08479,884.08479,3541.314174759191,819.26764,819.26764,3281.68082888691
KRN01-NW,Tomatoes,2.023333333,0.0,310.33826,310.33826,627.9177459632206,310.33826,310.33826,627.9177459632206
KRN01-NW,Truck,1.97,115.20135,5.42968,-109.77167,-216.2501899,5.42968,-109.77167,-216.2501899
KRN01-NW,Walnuts,4.31268993,48.26586,341.76149,293.49563,1265.755648000006,491.41482,443.14896,1911.1640572819729
KRN01-NW,Young Perennial,2.5,1001.87303,19.99898,-981.87405,-2454.685125,19.99898,-981.87405,-2454.685125
KRN02-NC,Alfalfa,5.346666667,354.16187,4637.30124,4283.13937,22900.51849969438,4138.76404,3784.60217,20235.006270194866
KRN02-NC,Almonds,4.67924141,4210.50058,5513.21786,1302.7172799999998,6095.728642098565,3391.9255,-818.5750800000001,-3830.3104115300634
KRN02-NC,Beans Dry,2.186666667,0.0,56.96003,56.96003,124.55259895232001,28.85022,28.85022,63.08581440961674
KRN02-NC,Berries,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN02-NC,Corn,2.391666667,181.83467,2050.00954,1868.17487,4468.051564706058,1455.47727,1273.6426000000001,3046.1285520912143
KRN02-NC,Cotton,3.583333333,43.37434,1481.75277,1438.37843,5154.189373687207,1711.67861,1668.3042699999999,5978.090300277232
KRN02-NC,Cucurbits,2.613333333,0.0,37.63491,37.63491,98.35256478745502,37.63491,37.63491,98.35256478745502
KRN02-NC,Fallow,2.5,970.00419,1525.2704800000001,555.2662900000001,1388.1657250000003,1131.8383099999999,161.83411999999987,404.5852999999997
KRN02-NC,Field and Grain,1.538333333,318.30999,440.99511,122.68511999999998,188.73060955910492,461.28125,142.97125999999997,219.93745491900953
KRN02-NC,Grapes,3.98,330.27684,444.34199,114.06515000000002,453.9792970000001,754.13698,423.86014,1686.9633572
KRN02-NC,Lettuce,2.57212037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN02-NC,Onions and Garlic,3.621666667,0.0,3.85403,3.85403,13.95801198461801,13.30376,13.30376,48.18178413776792
KRN02-NC,Orchards,4.282493945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN02-NC,Pasture,5.783333333,5.20486,86.08288,80.87802,467.7445489730407,132.4406,127.23573999999999,735.8466962909214
KRN02-NC,Pistachios,4.141417304,576.41203,0.0,-576.41203,-2387.162755275767,0.0,-576.41203,-2387.162755275767
KRN02-NC,Potatoes,1.963333333,35.09182,0.0,-35.09182,-68.89693992163606,144.70864,109.61682,215.21435656346108
KRN02-NC,Safflower,2.5,33.39675,33.39675,0.0,0.0,33.39675,0.0,0.0
KRN02-NC,Subtropical,3.496712042,0.57607,0.57607,0.0,0.0,0.0,-0.57607,-2.01435090603494
KRN02-NC,Tomatoes,2.31,78.55216,78.55216,0.0,0.0,133.11137,54.55920999999999,126.03177509999999
KRN02-NC,Truck,2.516666667,45.67274,25.83387,-19.838869999999996,-49.92782283994628,25.83387,-19.838869999999996,-49.92782283994628
KRN02-NC,Walnuts,4.307318029,1.57488,49.63857,48.06369,207.025598477267,275.31488,273.74,1179.08523725846
KRN02-NC,Young Perennial,2.5,207.88917,115.97852,-91.91065,-229.77662500000002,78.2097,-129.67947,-324.19867500000004
KRN03-NE,Alfalfa,5.456666667,136.11098,345.90867,209.79768999999996,1144.7960618365992,398.92877,262.81778999999995,1434.1090741876058
KRN03-NE,Almonds,4.715091167,2481.85426,5554.02435,3072.1700899999996,14485.562054880593,3974.40553,1492.55127,7037.515309471632
KRN03-NE,Beans Dry,2.3,0.0,189.28877,189.28877,435.36417099999994,128.4329,128.4329,295.39566999999994
KRN03-NE,Berries,3.210888889,0.0,0.0,0.0,0.0,4.42473,4.42473,14.207316393824971
KRN03-NE,Corn,2.503333333,30.59085,283.67599,253.08514000000002,633.5564670489717,311.99477,281.40392,704.4478129728654
KRN03-NE,Cotton,3.746666667,39.00025,0.0,-39.00025,-146.12093667966676,81.45155,42.451299999999996,159.05087068081707
KRN03-NE,Cucurbits,2.5,6.9085,15.20958,8.30108,20.7527,6.9085,0.0,0.0
KRN03-NE,Fallow,2.5,257.24485,726.29675,469.0519,1172.62975,299.33239,42.08753999999999,105.21884999999997
KRN03-NE,Field and Grain,1.453333333,0.0,13.87887,13.87887,20.170624395373707,0.0,0.0,0.0
KRN03-NE,Grapes,3.863333333,1058.36473,6102.74712,5044.38239,19488.130631685206,4502.60128,3444.2365499999996,13306.23387035192
KRN03-NE,Lettuce,2.57212037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN03-NE,Onions and Garlic,3.563333333,0.0,303.90079,303.90079,1082.899814932033,260.60708,260.60708,928.6298949797977
KRN03-NE,Orchards,4.348074588,4.71837,192.14966,187.43129000000002,814.9652290450587,156.09629,151.37792000000002,658.2024871362971
KRN03-NE,Pasture,5.773333333,0.0,0.0,0.0,0.0,75.0573,75.0573,433.3308119749809
KRN03-NE,Pistachios,4.179450769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN03-NE,Potatoes,1.98,0.0,0.0,0.0,0.0,170.41529,170.41529,337.4222742
KRN03-NE,Subtropical,4.246797307,193.9354,358.00989,164.07449,696.7911022793984,555.84104,361.90564000000006,1536.9398973401117
KRN03-NE,Tomatoes,2.38,0.0,0.0,0.0,0.0,13.92138,13.92138,33.132884399999995
KRN03-NE,Truck,2.056666667,0.23562,107.06466,106.82904,219.7117256356097,36.21391,35.97829,73.99534977865943
KRN03-NE,Walnuts,4.325660368,0.0,108.23587,108.23587,468.1916132550002,146.60069,146.60069,634.1447946544539
KRN03-NE,Young Perennial,2.5,80.96373,0.0,-80.96373,-202.409325,8.87762,-72.08610999999999,-180.21527499999996
KRN04-CC,Alfalfa,5.386666667,268.35935,1530.07219,1261.7128400000001,6796.426498553905,1342.50179,1074.14244,5786.047277158048
KRN04-CC,Almonds,4.615360474,773.05121,3.63239,-769.41882,-3551.1452097797205,3.63239,-769.41882,-3551.1452097797205
KRN04-CC,Beans Dry,2.186666667,0.0,129.77051,129.77051,283.76484857659017,34.50053,34.50053,75.4411589448335
KRN04-CC,Corn,2.396666667,449.72145,2205.17747,1755.45602,4207.242928518485,2014.5729,1564.8514499999999,3750.4273090216166
KRN04-CC,Cotton,3.553333333,0.0,2470.35051,2470.35051,8777.97881137655,3310.7668,3310.7668,11764.258028229744
KRN04-CC,Cucurbits,2.613333333,0.0,37.34337,37.34337,97.5906735875522,111.82315,111.82315,292.2311652960589
KRN04-CC,Fallow,2.5,119.81513000000001,646.9992199999999,527.18409,1317.9602249999998,99.64471,-20.170420000000007,-50.42605000000002
KRN04-CC,Field and Grain,1.57,0.0,61.43734,61.43734,96.4566238,180.08706,180.08706,282.7366842
KRN04-CC,Grapes,4.216666667,108.71837,815.20565,706.48728,2979.021364235496,817.2308,708.51243,2987.560746736171
KRN04-CC,Lettuce,2.57212037,0.0,0.0,0.0,0.0,9.95207,9.95207,25.5979219706659
KRN04-CC,Onions and Garlic,3.646666667,0.0,38.51218,38.51218,140.44108307950407,186.64768,186.64768,680.6418731288826
KRN04-CC,Orchards,4.417192806,6.51457,4.59141,-1.9231600000000002,-8.494968516786962,3.14092,-3.37365,-14.902062509961901
KRN04-CC,Pasture,5.81,0.0,38.00833,38.00833,220.82839729999998,48.11332,48.11332,279.5383892
KRN04-CC,Pistachios,4.073645203,2529.52434,0.0,-2529.52434,-10304.38469351274,0.0,-2529.52434,-10304.38469351274
KRN04-CC,Potatoes,1.963333333,0.0,97.95082,97.95082,192.31010990068305,111.61858,111.61858,219.14447869612712
KRN04-CC,Safflower,2.493333333,63.01082,406.90454,343.89372,857.4416750853686,710.74969,647.73887,1615.0289156507536
KRN04-CC,Subtropical,3.198520973,69.51521,69.51521,0.0,0.0,72.02376,2.5085499999999996,8.02364978681915
KRN04-CC,Tomatoes,2.31,0.0,603.44289,603.44289,1393.9530759000002,34.69622,34.69622,80.14826819999999
KRN04-CC,Truck,2.49,133.57819,65.88841,-67.68978000000001,-168.54755220000004,189.3993,55.821110000000004,138.99456390000003
KRN04-CC,Young Perennial,2.5,384.30097,789.69595,405.39498000000003,1013.4874500000001,217.01731,-167.28366,-418.20915
KRN05-SC,Alfalfa,5.461666667,80.07138,1070.11696,990.0455800000001,5407.298943096683,1070.11696,990.0455800000001,5407.298943096683
KRN05-SC,Almonds,4.681069698,0.0,46.69041,46.69041,218.5610634381962,158.91994,158.91994,743.9153155419781
KRN05-SC,Beans Dry,2.263333333,0.0,12.78767,12.78767,28.94275976240411,87.552,87.552,198.159359970816
KRN05-SC,Berries,3.210888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN05-SC,Corn,2.473333333,16.20407,788.89006,772.68599,1911.1100150091045,570.7851,554.58103,1371.663747348473
KRN05-SC,Cotton,3.651666667,0.0,2029.93707,2029.93707,7412.6535346266455,1996.30691,1996.30691,7289.847400348769
KRN05-SC,Cucurbits,2.706666667,0.0,63.00465,63.00465,170.53258602100155,449.87482,449.87482,1217.6611796166248
KRN05-SC,Fallow,2.5,3592.54357,5506.469050000001,1913.9254800000008,4784.813700000002,1350.2348299999999,-2242.30874,-5605.77185
KRN05-SC,Field and Grain,1.598333333,207.99122,424.55206,216.56083999999998,346.1364091944797,0.0,-207.99122,-332.43929989733624
KRN05-SC,Grapes,3.831666667,593.34545,3228.347,2635.00155,10096.447606628333,2486.63069,1893.28524,7254.437945231095
KRN05-SC,Lettuce,2.57212037,75.37924,0.0,-75.37924,-193.88447867911879,251.04461,175.66537,451.8324764805869
KRN05-SC,Onions and Garlic,3.445,199.05595,1339.58157,1140.5256200000001,3929.1107609,1143.73962,944.6836700000001,3254.43524315
KRN05-SC,Orchards,4.256553482,91.88393,86.56231,-5.32162000000001,-22.651760140880885,457.36904,365.48510999999996,1555.706917589653
KRN05-SC,Pasture,5.616666667,0.0,63.26668,63.26668,355.34785268775556,63.26668,63.26668,355.34785268775556
KRN05-SC,Pistachios,4.143356956,2540.54808,1191.58265,-1348.96543,-5589.245297794031,0.0,-2540.54808,-10526.397559320445
KRN05-SC,Potatoes,2.246666667,312.29943,598.04198,285.74255,641.9682624285808,248.1705,-64.12892999999997,-144.07632942137624
KRN05-SC,Safflower,2.488333333,0.0,71.89892,71.89892,178.90847924270037,0.0,0.0,0.0
KRN05-SC,Subtropical,4.122852895,891.77491,2129.68545,1237.9105399999999,5103.7230535900135,2358.08066,1466.30575,6045.362906342647
KRN05-SC,Tomatoes,2.5,0.0,1165.64105,1165.64105,2914.102625,1354.09364,1354.09364,3385.2341
KRN05-SC,Truck,1.708333333,436.78135,889.73393,452.95258,773.7939906823491,892.14688,455.36553000000004,777.9161135982115
KRN05-SC,Young Perennial,2.5,147.74647,457.4152,309.66873000000004,774.1718250000001,123.08203,-24.664439999999985,-61.66109999999996
KRN06-OTHER,Alfalfa,5.348333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN06-OTHER,Almonds,4.547077591,528.16288,771.14257,242.97969,1104.8475034671267,1104.20095,576.03807,2619.289799659889
KRN06-OTHER,Beans Dry,2.186666667,0.0,66.78151,66.78151,146.02890188892715,0.0,0.0,0.0
KRN06-OTHER,Corn,2.396666667,49.30915,136.45303,87.14388000000001,208.85483242904797,233.32006,184.01091000000002,441.012814361337
KRN06-OTHER,Cotton,3.553333333,0.0,340.10596,340.10596,1208.5098444199646,144.96479,144.96479,515.108220418345
KRN06-OTHER,Cucurbits,2.613333333,0.0,147.1902,147.1902,384.6570559509366,147.1902,147.1902,384.6570559509366
KRN06-OTHER,Fallow,2.5,935.83202,1176.81782,240.98579999999993,602.4644999999998,447.48168000000004,-488.35034,-1220.8758500000001
KRN06-OTHER,Field and Grain,1.233333333,519.36635,216.93704,-302.42931,-372.99614889919025,52.71502,-466.65133000000003,-575.5366401777829
KRN06-OTHER,Grapes,3.835,0.0,565.94569,565.94569,2170.40172115,504.34269,504.34269,1934.15421615
KRN06-OTHER,Onions and Garlic,3.646666667,0.0,275.98117,275.98117,1006.4113333586604,208.94699,208.94699,761.9600236029823
KRN06-OTHER,Orchards,4.142674167,10.30504,90.5263,80.22126,332.3305414461904,120.98622,110.68118,458.5160651590771
KRN06-OTHER,Pasture,5.81,0.0,72.55289,72.55289,421.5322909,53.07351,53.07351,308.3570931
KRN06-OTHER,Pistachios,4.001203021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN06-OTHER,Potatoes,1.963333333,49.45786,509.0074,459.54954000000004,902.2489300468169,49.87166,0.41380000000000194,0.8124273331954038
KRN06-OTHER,Subtropical,3.789997907,3.47277,20.88451,17.411739999999998,65.99045815722818,191.08993,187.61716,711.0686437172842
KRN06-OTHER,Truck,2.49,0.0,0.0,0.0,0.0,43.10437,43.10437,107.32988130000001
KRN06-OTHER,Walnuts,4.239697108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRN06-OTHER,Young Perennial,2.5,182.93394,0.0,-182.93394,-457.33485,0.0,-182.93394,-457.33485
LMS01-IDs,Alfalfa,3.516666667,17.29254,17.29254,0.0,0.0,17.29254,0.0,0.0
LMS01-IDs,Almonds,3.517285906,0.0,0.0,0.0,0.0,178.76377,178.76377,628.7632887244256
LMS01-IDs,Cucurbits,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS01-IDs,Fallow,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS01-IDs,Field and Grain,1.06,0.0,152.49204,152.49204,161.6415624,152.49204,152.49204,161.6415624
LMS01-IDs,Grapes,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS01-IDs,Orchards,2.81556953,37.40889,115.07793,77.66904,218.68258244835118,82.51813,45.10924,127.0082016654572
LMS01-IDs,Pasture,4.226666667,34.97214,230.70454,195.7324,827.2956107319109,174.30119,139.32905,588.8974513797763
LMS01-IDs,Pistachios,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS01-IDs,Subtropical,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS01-IDs,Truck,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS01-IDs,Walnuts,3.484297341,27.02711,21.33243,-5.694680000000002,-19.841958381845885,67.28092,40.253809999999994,140.25624314811918
LMS01-IDs,Young Perennial,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS02-WAs,Almonds,3.474307359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS02-WAs,Fallow,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS02-WAs,Field and Grain,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS02-WAs,Orchards,2.781581304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS02-WAs,Pasture,4.226666667,0.0,0.0,0.0,0.0,69.51282,69.51282,293.80751922317097
LMS02-WAs,Pistachios,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS02-WAs,Walnuts,3.460822375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMS02-WAs,Young Perennial,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD01-SW-WA,Alfalfa,5.256666667,0.0,0.0,0.0,0.0,85.88779,85.88779,451.4834827952959
MAD01-SW-WA,Almonds,4.102287037,198.53718,79.72331,-118.81387000000001,-487.4085987168032,0.0,-198.53718,-814.4564998765356
MAD01-SW-WA,Corn,2.573333333,0.0,193.43341,193.43341,497.76864166885554,405.42083,405.42083,1043.2829357315263
MAD01-SW-WA,Fallow,2.5,165.06132,90.56307,-74.49825,-186.245625,0.0,-165.06132,-412.6533
MAD01-SW-WA,Field and Grain,0.45,0.0,35.91589,35.91589,16.1621505,0.0,0.0,0.0
MAD01-SW-WA,Grapes,3.44,76.05213,0.0,-76.05213,-261.6193272,293.26967,217.21754,747.2283376
MAD01-SW-WA,Orchards,4.236848828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD01-SW-WA,Pasture,5.723333333,260.13656,260.13656,0.0,0.0,260.13656,0.0,0.0
MAD01-SW-WA,Pistachios,3.869214804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD01-SW-WA,Tomatoes,2.573333333,0.0,75.92129,75.92129,195.37078624135955,0.0,0.0,0.0
MAD01-SW-WA,Walnuts,3.732542329,15.10068,0.0,-15.10068,-56.36392729668373,0.0,-15.10068,-56.36392729668373
MAD01-SW-WA,Young Perennial,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD02-CC-MID&Gravelly,Alfalfa,5.16,55.18729,55.18729,0.0,0.0,156.17761,100.99032,521.1100512
MAD02-CC-MID&Gravelly,Almonds,4.104900361,921.85526,600.40213,-321.45313,-1319.53306938158,950.63308,28.777819999999906,118.13008370679265
MAD02-CC-MID&Gravelly,Berries,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD02-CC-MID&Gravelly,Corn,2.49,46.91872,103.38848,56.46976,140.6097024,0.0,-46.91872,-116.82761280000001
MAD02-CC-MID&Gravelly,Cucurbits,2.5,11.84813,36.53945,24.691320000000005,61.72830000000001,36.53945,24.691320000000005,61.72830000000001
MAD02-CC-MID&Gravelly,Fallow,2.5,27.27018,337.40817,310.13799,775.344975,309.08148,281.8113,704.5282500000001
MAD02-CC-MID&Gravelly,Field and Grain,0.5,158.89523,861.14841,702.25318,351.12659,590.34006,431.44483,215.722415
MAD02-CC-MID&Gravelly,Grapes,3.396666667,1479.73787,2501.82129,1022.0834199999999,3471.6766836073607,2409.342,929.6041300000002,3157.5553618765352
MAD02-CC-MID&Gravelly,Lettuce,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD02-CC-MID&Gravelly,Onions and Garlic,2.873397436,0.0,0.0,0.0,0.0,94.09095,94.09095,270.3606944808042
MAD02-CC-MID&Gravelly,Orchards,4.228755114,87.73446,160.16104,72.42658000000002,306.2742705645302,73.87593,-13.858530000000002,-58.60432961002243
MAD02-CC-MID&Gravelly,Pasture,5.703333333,145.28341,92.45386,-52.82955,-301.3045334823901,169.45539,24.17197999999999,137.86085925860928
MAD02-CC-MID&Gravelly,Pistachios,3.872166395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD02-CC-MID&Gravelly,Subtropical,3.750564317,0.85389,6.258,5.40411,20.26846213114287,42.35191,41.49802,155.64099303815232
MAD02-CC-MID&Gravelly,Tomatoes,2.596666667,0.0,150.15723,150.15723,389.90827395005243,166.88139,166.88139,433.33534275562715
MAD02-CC-MID&Gravelly,Truck,1.153333333,7.71538,8.65272,0.9373400000000007,1.0810654663542207,7.56293,-0.15244999999999997,-0.17582566661584997
MAD02-CC-MID&Gravelly,Walnuts,3.733866955,10.59025,15.76981,5.17956,19.3397879254398,82.41194,71.82169,268.17263494325397
MAD02-CC-MID&Gravelly,Young Perennial,2.5,0.0,0.0,0.0,0.0,93.53158,93.53158,233.82895000000002
MAD03-E-WA,Alfalfa,4.986666667,0.0,71.19858,71.19858,355.0435856237329,0.0,0.0,0.0
MAD03-E-WA,Almonds,4.098925076,97.38719,1084.11394,986.7267499999999,4044.519018734982,1111.54968,1014.16249,4156.976061399599
MAD03-E-WA,Corn,2.5,0.0,0.0,0.0,0.0,33.58639,33.58639,83.965975
MAD03-E-WA,Fallow,2.5,217.40352,1037.0248100000001,819.6212900000002,2049.0532250000006,915.0432599999999,697.63974,1744.09935
MAD03-E-WA,Field and Grain,0.5,576.56386,1349.52044,772.95658,386.47829,957.59173,381.02787,190.513935
MAD03-E-WA,Grapes,3.366666667,142.56677,216.43544,73.86867000000001,248.69118902462293,594.40641,451.83964000000003,1521.19345481728
MAD03-E-WA,Orchards,3.926819305,25.12413,38.82528,13.701149999999998,53.801940320700744,25.50929,0.38515999999999906,1.5124537235137963
MAD03-E-WA,Pasture,6.253333333,52.61756,97.95794,45.340379999999996,283.5285095848865,74.01212,21.39456,133.78731519286845
MAD03-E-WA,Pistachios,3.865417668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD03-E-WA,Subtropical,3.631878788,0.0,442.62269,442.62269,1607.5519588984996,476.4167,476.4167,1730.2877069789595
MAD03-E-WA,Truck,2.5,0.0,12.00777,12.00777,30.019425000000002,8.17394,8.17394,20.43485
MAD03-E-WA,Walnuts,3.730838237,0.0,0.0,0.0,0.0,227.84023,227.84023,850.0350420108745
MAD03-E-WA,Young Perennial,2.5,31.54271,27.66998,-3.8727300000000007,-9.681825000000002,27.66998,-3.8727300000000007,-9.681825000000002
MER01-CC-MID,Alfalfa,4.94,48.18758,417.9256,369.73802,1826.5058188000003,715.49542,667.3078399999999,3296.5007296
MER01-CC-MID,Almonds,4.067626159,1480.78373,1100.45338,-380.3303500000002,-1547.0416807216263,1808.71738,327.93364999999994,1333.91149315635
MER01-CC-MID,Beans Dry,2.256666667,0.0,125.45991,125.45991,283.12119694181996,220.58409,220.58409,497.78476317352806
MER01-CC-MID,Berries,2.5,0.0,0.0,0.0,0.0,2.02389,2.02389,5.059725
MER01-CC-MID,Corn,2.513333333,327.3585,1960.92813,1633.56963,4105.705002855477,2540.81622,2213.4577200000003,5563.157068862181
MER01-CC-MID,Cotton,3.59,9.91058,497.91868,488.0081,1751.949079,777.30282,767.39224,2754.9381416
MER01-CC-MID,Cucurbits,2.46,0.0,0.0,0.0,0.0,11.21855,11.21855,27.597633000000002
MER01-CC-MID,Fallow,2.5,59.1332,295.36291,236.22971,590.5742750000001,392.594,333.4608,833.652
MER01-CC-MID,Field and Grain,0.45,24.61909,585.65316,561.0340699999999,252.46533149999996,363.89059,339.27149999999995,152.67217499999998
MER01-CC-MID,Grapes,3.176666667,43.56921,224.2192,180.64999,573.8648016268834,53.90209,10.332880000000003,32.82411547011097
MER01-CC-MID,Lettuce,2.57212037,0.0,0.0,0.0,0.0,83.60762,83.60762,215.04886248921937
MER01-CC-MID,Onions and Garlic,2.873397436,0.0,20.17479,20.17479,57.97018985783844,20.17479,20.17479,57.97018985783844
MER01-CC-MID,Orchards,3.995231459,21.75632,262.75873,241.00241000000003,962.8604101268163,330.73132,308.97499999999997,1234.426640044525
